subject,activity,Mean.tBodyAcc.mean...X,Mean.tBodyAcc.mean...Y,Mean.tBodyAcc.mean...Z,Mean.tGravityAcc.mean...X,Mean.tGravityAcc.mean...Y,Mean.tGravityAcc.mean...Z,Mean.tBodyAccJerk.mean...X,Mean.tBodyAccJerk.mean...Y,Mean.tBodyAccJerk.mean...Z,Mean.tBodyGyro.mean...X,Mean.tBodyGyro.mean...Y,Mean.tBodyGyro.mean...Z,Mean.tBodyGyroJerk.mean...X,Mean.tBodyGyroJerk.mean...Y,Mean.tBodyGyroJerk.mean...Z,Mean.tBodyAccMag.mean..,Mean.tGravityAccMag.mean..,Mean.tBodyAccJerkMag.mean..,Mean.tBodyGyroMag.mean..,Mean.tBodyGyroJerkMag.mean..,Mean.fBodyAcc.mean...X,Mean.fBodyAcc.mean...Y,Mean.fBodyAcc.mean...Z,Mean.fBodyAcc.meanFreq...X,Mean.fBodyAcc.meanFreq...Y,Mean.fBodyAcc.meanFreq...Z,Mean.fBodyAccJerk.mean...X,Mean.fBodyAccJerk.mean...Y,Mean.fBodyAccJerk.mean...Z,Mean.fBodyAccJerk.meanFreq...X,Mean.fBodyAccJerk.meanFreq...Y,Mean.fBodyAccJerk.meanFreq...Z,Mean.fBodyGyro.mean...X,Mean.fBodyGyro.mean...Y,Mean.fBodyGyro.mean...Z,Mean.fBodyGyro.meanFreq...X,Mean.fBodyGyro.meanFreq...Y,Mean.fBodyGyro.meanFreq...Z,Mean.fBodyAccMag.mean..,Mean.fBodyAccMag.meanFreq..,Mean.fBodyBodyAccJerkMag.mean..,Mean.fBodyBodyAccJerkMag.meanFreq..,Mean.fBodyBodyGyroMag.mean..,Mean.fBodyBodyGyroMag.meanFreq..,Mean.fBodyBodyGyroJerkMag.mean..,Mean.fBodyBodyGyroJerkMag.meanFreq..,Mean.tBodyAcc.std...X,Mean.tBodyAcc.std...Y,Mean.tBodyAcc.std...Z,Mean.tGravityAcc.std...X,Mean.tGravityAcc.std...Y,Mean.tGravityAcc.std...Z,Mean.tBodyAccJerk.std...X,Mean.tBodyAccJerk.std...Y,Mean.tBodyAccJerk.std...Z,Mean.tBodyGyro.std...X,Mean.tBodyGyro.std...Y,Mean.tBodyGyro.std...Z,Mean.tBodyGyroJerk.std...X,Mean.tBodyGyroJerk.std...Y,Mean.tBodyGyroJerk.std...Z,Mean.tBodyAccMag.std..,Mean.tGravityAccMag.std..,Mean.tBodyAccJerkMag.std..,Mean.tBodyGyroMag.std..,Mean.tBodyGyroJerkMag.std..,Mean.fBodyAcc.std...X,Mean.fBodyAcc.std...Y,Mean.fBodyAcc.std...Z,Mean.fBodyAccJerk.std...X,Mean.fBodyAccJerk.std...Y,Mean.fBodyAccJerk.std...Z,Mean.fBodyGyro.std...X,Mean.fBodyGyro.std...Y,Mean.fBodyGyro.std...Z,Mean.fBodyAccMag.std..,Mean.fBodyBodyAccJerkMag.std..,Mean.fBodyBodyGyroMag.std..,Mean.fBodyBodyGyroJerkMag.std..,Std.tBodyAcc.mean...X,Std.tBodyAcc.mean...Y,Std.tBodyAcc.mean...Z,Std.tGravityAcc.mean...X,Std.tGravityAcc.mean...Y,Std.tGravityAcc.mean...Z,Std.tBodyAccJerk.mean...X,Std.tBodyAccJerk.mean...Y,Std.tBodyAccJerk.mean...Z,Std.tBodyGyro.mean...X,Std.tBodyGyro.mean...Y,Std.tBodyGyro.mean...Z,Std.tBodyGyroJerk.mean...X,Std.tBodyGyroJerk.mean...Y,Std.tBodyGyroJerk.mean...Z,Std.tBodyAccMag.mean..,Std.tGravityAccMag.mean..,Std.tBodyAccJerkMag.mean..,Std.tBodyGyroMag.mean..,Std.tBodyGyroJerkMag.mean..,Std.fBodyAcc.mean...X,Std.fBodyAcc.mean...Y,Std.fBodyAcc.mean...Z,Std.fBodyAcc.meanFreq...X,Std.fBodyAcc.meanFreq...Y,Std.fBodyAcc.meanFreq...Z,Std.fBodyAccJerk.mean...X,Std.fBodyAccJerk.mean...Y,Std.fBodyAccJerk.mean...Z,Std.fBodyAccJerk.meanFreq...X,Std.fBodyAccJerk.meanFreq...Y,Std.fBodyAccJerk.meanFreq...Z,Std.fBodyGyro.mean...X,Std.fBodyGyro.mean...Y,Std.fBodyGyro.mean...Z,Std.fBodyGyro.meanFreq...X,Std.fBodyGyro.meanFreq...Y,Std.fBodyGyro.meanFreq...Z,Std.fBodyAccMag.mean..,Std.fBodyAccMag.meanFreq..,Std.fBodyBodyAccJerkMag.mean..,Std.fBodyBodyAccJerkMag.meanFreq..,Std.fBodyBodyGyroMag.mean..,Std.fBodyBodyGyroMag.meanFreq..,Std.fBodyBodyGyroJerkMag.mean..,Std.fBodyBodyGyroJerkMag.meanFreq..,Std.tBodyAcc.std...X,Std.tBodyAcc.std...Y,Std.tBodyAcc.std...Z,Std.tGravityAcc.std...X,Std.tGravityAcc.std...Y,Std.tGravityAcc.std...Z,Std.tBodyAccJerk.std...X,Std.tBodyAccJerk.std...Y,Std.tBodyAccJerk.std...Z,Std.tBodyGyro.std...X,Std.tBodyGyro.std...Y,Std.tBodyGyro.std...Z,Std.tBodyGyroJerk.std...X,Std.tBodyGyroJerk.std...Y,Std.tBodyGyroJerk.std...Z,Std.tBodyAccMag.std..,Std.tGravityAccMag.std..,Std.tBodyAccJerkMag.std..,Std.tBodyGyroMag.std..,Std.tBodyGyroJerkMag.std..,Std.fBodyAcc.std...X,Std.fBodyAcc.std...Y,Std.fBodyAcc.std...Z,Std.fBodyAccJerk.std...X,Std.fBodyAccJerk.std...Y,Std.fBodyAccJerk.std...Z,Std.fBodyGyro.std...X,Std.fBodyGyro.std...Y,Std.fBodyGyro.std...Z,Std.fBodyAccMag.std..,Std.fBodyBodyAccJerkMag.std..,Std.fBodyBodyGyroMag.std..,Std.fBodyBodyGyroJerkMag.std..
17,WALKING_DOWNSTAIRS,0.293918283,-0.01673594,-0.089243275,0.928817578,-0.151077058,-0.160962986,0.118250858,-0.011382618,-0.009398381,0.067772839,-0.123517196,0.016287875,-0.107770029,-0.038170237,-0.058251885,0.148951104,0.148951104,-0.221631694,-0.232641763,-0.540325788,-0.022623917,-0.130272515,-0.318081861,-0.51456224,-0.155801014,-0.113333186,-0.215092049,-0.351268404,-0.498668458,-0.50855703,-0.559085846,-0.452939005,-0.316412963,-0.451126869,-0.403380386,-0.279498022,-0.074445168,-0.154726799,0.058068052,-0.055363375,-0.1886804,-0.044594637,-0.409438758,-0.025892021,-0.57734888,0.163045288,0.18771976,-0.060789204,-0.231064157,-0.950026242,-0.946576676,-0.901097767,-0.103436471,-0.304063534,-0.536331571,-0.370436869,-0.45928199,-0.468462984,-0.526801825,-0.572144734,-0.542770647,0.091407676,0.091407676,-0.206576684,-0.352687281,-0.592319491,0.258941676,-0.086052736,-0.245413542,-0.071876703,-0.298931145,-0.573043711,-0.393194732,-0.469390428,-0.54094952,-0.061887677,-0.236538516,-0.428868688,-0.643399204,0.071117725,0.022245104,0.059583325,0.017485587,0.099454091,0.092667506,0.292840665,0.200238621,0.209611252,0.312613131,0.165607093,0.167047568,0.223715883,0.16363183,0.136968805,0.102476834,0.102476834,0.109420859,0.112814236,0.083031593,0.118885262,0.144717102,0.168082245,0.12902455,0.123704532,0.123881616,0.127020978,0.120967231,0.129624734,0.139242318,0.109197359,0.158258045,0.147152177,0.140253908,0.090955022,0.18783944,0.170242002,0.149338137,0.112897469,0.084638269,0.121606424,0.135566914,0.106981941,0.208361276,0.119860733,0.169386814,0.110595096,0.166742314,0.21770802,0.026026617,0.031819375,0.088684168,0.131893931,0.131220138,0.133877996,0.161614855,0.123180884,0.076823305,0.083083367,0.159324532,0.085244595,0.117425868,0.117425868,0.122318209,0.128333313,0.12352574,0.130006176,0.17576382,0.230602571,0.140582211,0.138393698,0.142262562,0.17037704,0.116344303,0.069988163,0.117355272,0.132286652,0.139796086,0.123255688
17,WALKING_UPSTAIRS,0.252604769,-0.022864561,-0.121290442,0.853530566,-0.284153753,-0.298171464,0.076804417,0.030835651,0.007595338,-0.030425057,-0.054845594,0.056093136,-0.142655398,-0.041449633,-0.022348209,-0.012806228,-0.012806228,-0.357233898,-0.235191249,-0.637367491,-0.139752221,-0.117519736,-0.399923495,-0.529234509,-0.156694375,-0.258321394,-0.360272226,-0.377051929,-0.633017708,-0.576044002,-0.474055998,-0.552822976,-0.416223018,-0.521435415,-0.324273713,-0.230933831,-0.210551597,-0.349178571,-0.150305643,-0.184408515,-0.360299853,-0.089013615,-0.504066957,-0.10352089,-0.669008764,0.086554172,-0.062952754,-0.013172101,-0.230220954,-0.949460372,-0.915973466,-0.930159844,-0.292665827,-0.349791873,-0.657430836,-0.496562733,-0.493044125,-0.234402351,-0.606044344,-0.676722848,-0.610586202,-0.10287773,-0.10287773,-0.39091245,-0.44083726,-0.682311629,-0.035538117,-0.025278174,-0.204815711,-0.287219038,-0.365114264,-0.680325771,-0.524468392,-0.48115412,-0.27789147,-0.217393171,-0.437383108,-0.49644458,-0.724155743,0.103399735,0.034598909,0.045458547,0.024316348,0.102297913,0.105346425,0.330370942,0.259603625,0.277589849,0.350650638,0.22094058,0.258172367,0.195463159,0.148439012,0.165266182,0.068759283,0.068759283,0.066235515,0.119890119,0.064724036,0.105543357,0.109181976,0.133143892,0.19054844,0.154944762,0.177590756,0.095282316,0.078369052,0.07013588,0.160125129,0.121439407,0.162248042,0.170740073,0.129329156,0.083283693,0.160557145,0.140614815,0.135132002,0.102580947,0.072687822,0.093605715,0.158222888,0.090871309,0.186263529,0.087725654,0.119263914,0.082179038,0.128935062,0.165911923,0.038488348,0.037134575,0.061880648,0.084141639,0.090591306,0.072024978,0.156484326,0.10707611,0.092746087,0.081352751,0.112423487,0.053773815,0.094764269,0.094764269,0.085816163,0.120771086,0.081537209,0.086575874,0.144961848,0.175078149,0.081060441,0.108072756,0.077458747,0.155518978,0.097727979,0.094040723,0.082826316,0.087121901,0.130853842,0.069673864
18,LAYING,0.274691577,-0.017393768,-0.107698928,-0.220600509,0.719755404,0.605495318,0.074998501,0.011701896,-0.001213448,-0.025176181,-0.083758731,0.093778195,-0.099715424,-0.039344019,-0.059313599,-0.986456242,-0.986456242,-0.98832154,-0.980740847,-0.993095123,-0.985179972,-0.984909885,-0.988606906,-0.097527806,0.264460074,0.324275539,-0.986404709,-0.985865325,-0.989116866,0.159761098,0.055169281,0.166856209,-0.992436928,-0.985611171,-0.984999292,0.055156416,-0.055605412,0.193083856,-0.986788412,0.339472649,-0.988548418,0.393635924,-0.984329092,0.159375427,-0.991901008,0.320132235,-0.984527649,-0.986160921,-0.987658662,-0.982715988,-0.994093523,-0.99095725,-0.985921071,-0.985554339,-0.990660246,-0.992872598,-0.984202873,-0.985108386,-0.996104441,-0.990547639,-0.992548102,-0.986464543,-0.986464543,-0.989526278,-0.980560878,-0.992153054,-0.984321858,-0.986746451,-0.987224804,-0.986641246,-0.986210701,-0.990744753,-0.993019372,-0.983457775,-0.986483048,-0.987648484,-0.989710657,-0.981468842,-0.992737962,0.014222368,0.002155312,0.003942353,0.040278639,0.196660625,0.252106409,0.01088815,0.007879451,0.009016658,0.014936704,0.045301998,0.047476356,0.005623844,0.006913504,0.014989898,0.012272003,0.012272003,0.006294076,0.030309557,0.005282951,0.011695208,0.009686659,0.007322543,0.210088531,0.139909983,0.148895222,0.007760843,0.006539318,0.006207875,0.122778162,0.121428474,0.143165777,0.009399958,0.011537406,0.019268528,0.20031012,0.191762796,0.169485208,0.013554891,0.248432128,0.008443979,0.157184046,0.018545565,0.243048054,0.007335106,0.192781689,0.013643928,0.011392684,0.007616153,0.023893899,0.009024393,0.007252329,0.008068045,0.006169189,0.005755699,0.009994555,0.012304396,0.021280702,0.003177155,0.007245437,0.004452259,0.014589536,0.014589536,0.008258992,0.02795842,0.007375561,0.014664508,0.011682848,0.007630199,0.007806004,0.005406462,0.005451877,0.010066994,0.012804972,0.020065709,0.013351201,0.008188842,0.028892858,0.006998194
18,SITTING,0.277270019,-0.012869128,-0.111904776,0.909816469,0.129886476,0.161877418,0.076622889,0.006945603,0.00278757,-0.033305703,-0.068579634,0.084814051,-0.095472323,-0.039712559,-0.05230304,-0.983674152,-0.983674152,-0.989869575,-0.977634992,-0.99487344,-0.99314492,-0.97653853,-0.982996441,0.051236327,0.17128988,0.171459482,-0.99192471,-0.983642392,-0.988689672,0.234747571,0.006871954,0.043743888,-0.9899615,-0.988702701,-0.983027386,0.11367495,-0.150376357,0.103203388,-0.984781467,0.304581057,-0.990407076,0.45909085,-0.986535242,0.049255952,-0.994808188,0.329617467,-0.994347989,-0.974928131,-0.977572717,-0.994043771,-0.984035479,-0.978340183,-0.991624662,-0.984002717,-0.990153122,-0.991956959,-0.986753344,-0.981525495,-0.994170191,-0.994224162,-0.992814325,-0.981595286,-0.981595286,-0.991159351,-0.981372676,-0.994868914,-0.994906566,-0.974980069,-0.975722121,-0.992039061,-0.985694744,-0.990141676,-0.992575399,-0.985710088,-0.982797276,-0.982226152,-0.991044298,-0.981252633,-0.994967622,0.005835899,0.01095426,0.015424506,0.066123621,0.16379935,0.120296458,0.004572264,0.017943789,0.016382951,0.024516268,0.045265355,0.073368686,0.010304006,0.008204715,0.015942479,0.025833222,0.025833222,0.006049,0.044214509,0.004819678,0.006180046,0.024851188,0.01844739,0.14370979,0.187921062,0.206260221,0.0061544,0.009103357,0.005381944,0.129241332,0.201350686,0.148092483,0.014820919,0.012596446,0.023775221,0.191280319,0.230820154,0.266438389,0.021114965,0.266651494,0.007424807,0.177694931,0.022171399,0.25435648,0.00673582,0.194255958,0.0052205,0.035353216,0.033059554,0.009695471,0.034779136,0.037226108,0.006392257,0.008809496,0.004859799,0.012340545,0.015080073,0.029987668,0.004555665,0.00584726,0.006411179,0.032379559,0.032379559,0.007559461,0.033692247,0.006888526,0.004857461,0.038011434,0.037274058,0.006188133,0.007939303,0.00454907,0.011583221,0.016427364,0.029205399,0.032706468,0.007962664,0.03473224,0.006660555
18,STANDING,0.278458806,-0.016635352,-0.108453356,0.94757324,-0.204206321,-0.048576711,0.075353948,0.010469872,-0.001816405,-0.026587325,-0.073226013,0.084319068,-0.098717402,-0.040657341,-0.053238445,-0.972607495,-0.972607495,-0.985965294,-0.963006793,-0.988685955,-0.990409919,-0.961239135,-0.975772814,0.015669576,-0.043710454,-0.017642153,-0.989544971,-0.97524369,-0.986265654,0.20029594,-0.157432016,0.004089661,-0.964428926,-0.98356116,-0.974294413,-0.250059301,-0.264498462,-0.100456191,-0.976797646,0.044792849,-0.984987073,0.36101397,-0.972352593,-0.212559691,-0.988960669,0.098540153,-0.992019763,-0.954223436,-0.961873909,-0.994270075,-0.981335942,-0.976044291,-0.989436674,-0.975277837,-0.988455249,-0.96225425,-0.980417134,-0.972820403,-0.981970966,-0.991151973,-0.986259016,-0.972285545,-0.972285545,-0.986015286,-0.959797118,-0.988519666,-0.992789068,-0.952911995,-0.957216178,-0.990287933,-0.977179032,-0.989275839,-0.962272712,-0.978801848,-0.97482259,-0.973264854,-0.986277357,-0.959113457,-0.988407465,0.004613461,0.00774015,0.010133291,0.016996957,0.029884457,0.135896779,0.007059426,0.018425938,0.017014878,0.018047422,0.018774042,0.02069368,0.015645594,0.006142527,0.011273418,0.021805284,0.021805284,0.009125617,0.030084851,0.00798757,0.00903234,0.02825614,0.01719295,0.184756381,0.250368304,0.290160226,0.008999012,0.016865443,0.006265093,0.180452508,0.179383137,0.172250055,0.02880034,0.011914927,0.018070052,0.284390215,0.279216731,0.296637759,0.020567006,0.283043118,0.013113014,0.215844981,0.021344071,0.313034548,0.008538105,0.28355005,0.008041554,0.035905188,0.034014407,0.011723844,0.016665718,0.023312603,0.008846901,0.017501173,0.005457401,0.033733877,0.014191034,0.02059243,0.014643098,0.006795263,0.008809841,0.027273214,0.027273214,0.012918592,0.032726234,0.009488122,0.007723245,0.037673814,0.039212088,0.007947575,0.017169857,0.004816231,0.034616906,0.015542868,0.019757688,0.026620908,0.01290168,0.034126486,0.010172928
18,WALKING,0.273887759,-0.017802363,-0.104218315,0.923865249,-0.254317086,-0.060931342,0.076752428,0.028274548,0.010685091,-0.039939972,-0.061372736,0.094471839,-0.09664353,-0.043377113,-0.050263157,-0.287908078,-0.287908078,-0.379269262,-0.500471148,-0.636485897,-0.371475156,-0.243606271,-0.489771051,-0.362107082,0.063930296,0.004883616,-0.414797154,-0.361908549,-0.601147247,-0.34877438,-0.337293285,-0.206330044,-0.609673434,-0.570898151,-0.538152345,0.01823946,-0.281459547,-0.235597777,-0.424386734,0.131646853,-0.414037751,0.089329359,-0.620331394,0.175638581,-0.710596311,0.269967615,-0.376005521,-0.227005875,-0.428348061,-0.983010883,-0.975311659,-0.972483849,-0.368056914,-0.320158763,-0.633325861,-0.704439778,-0.49643154,-0.511417205,-0.578133968,-0.694925789,-0.663259579,-0.460346465,-0.460346465,-0.425418661,-0.608510091,-0.726591779,-0.378068199,-0.267273645,-0.439861578,-0.375992795,-0.320264113,-0.664327149,-0.73490139,-0.460890662,-0.548409771,-0.565563057,-0.444453486,-0.668908147,-0.769408386,0.04578149,0.018228436,0.027213592,0.022233458,0.013058922,0.164569066,0.188400985,0.220921258,0.180446316,0.062360643,0.090519893,0.055136928,0.103755818,0.10187887,0.106767434,0.046133697,0.046133697,0.054080287,0.028471264,0.031688615,0.043232065,0.076303951,0.117558928,0.122149953,0.133152839,0.135389166,0.051486519,0.074475485,0.096824748,0.09467545,0.093832443,0.162930841,0.075259867,0.065468052,0.040413435,0.156703938,0.150353343,0.125197044,0.057212206,0.07872027,0.059221478,0.102898803,0.046081919,0.139745611,0.046222532,0.158022425,0.05155498,0.067514179,0.132178967,0.00734133,0.019103992,0.012387611,0.063088667,0.077982575,0.099774564,0.049814534,0.029373716,0.0644655,0.105487543,0.071689754,0.045940886,0.04948082,0.04948082,0.052333916,0.030664433,0.04294187,0.058570879,0.064661607,0.132160876,0.077945173,0.085853742,0.105528321,0.04303486,0.030701681,0.071016691,0.041831966,0.060650231,0.023354843,0.039103791
18,WALKING_DOWNSTAIRS,0.288439469,-0.016866692,-0.103390809,0.932277478,-0.225809125,-0.049363673,0.080904405,-0.000757069,-0.014176992,-0.057654866,-0.063621434,0.098747168,-0.083656657,-0.050912026,-0.057059181,-0.293531974,-0.293531974,-0.466516044,-0.381022815,-0.701663074,-0.350086793,-0.309049614,-0.505824358,-0.435841503,-0.140094304,-0.09765885,-0.412728287,-0.465982666,-0.622135895,-0.334193776,-0.430209135,-0.313077962,-0.489232275,-0.641527595,-0.447030699,-0.3006706,-0.23526336,-0.211649516,-0.241973535,-0.076840598,-0.383398713,0.005930036,-0.604735414,-0.159221076,-0.744236045,0.071760918,-0.302634565,-0.254214046,-0.418610127,-0.960404875,-0.932962218,-0.92166175,-0.387223932,-0.447033873,-0.651246665,-0.502473034,-0.617230786,-0.483658261,-0.676716182,-0.752608622,-0.605655411,-0.229934247,-0.229934247,-0.382517333,-0.507995478,-0.744159519,-0.285535872,-0.273798158,-0.41825865,-0.416050501,-0.464546055,-0.67875108,-0.51394709,-0.607757979,-0.543996111,-0.344299434,-0.386565072,-0.533844932,-0.763430802,0.047197795,0.026437127,0.038663892,0.018107965,0.0207788,0.156976827,0.146822847,0.115133665,0.098179438,0.267814586,0.181751118,0.130230489,0.162944508,0.076552352,0.109849829,0.055904541,0.055904541,0.053381626,0.127042163,0.041447931,0.090708965,0.087505787,0.105139938,0.122750657,0.091887552,0.13057132,0.087359305,0.077911676,0.079703243,0.144411624,0.131033405,0.141985748,0.151608596,0.071623331,0.057490305,0.20572115,0.185359831,0.144122754,0.105188335,0.08798131,0.102392598,0.136987252,0.103632458,0.208380417,0.082142091,0.155025514,0.076356475,0.066255764,0.10057776,0.022320936,0.032649965,0.041644617,0.084027253,0.081979773,0.073090308,0.205333731,0.052438689,0.049894547,0.065176186,0.084067112,0.060890061,0.089717768,0.089717768,0.106328554,0.186465545,0.097686472,0.078259151,0.059233212,0.096372611,0.083219993,0.086508417,0.069532792,0.218919159,0.054896807,0.048981395,0.08063004,0.125315893,0.208318989,0.112260973
18,WALKING_UPSTAIRS,0.265401202,-0.022206068,-0.112655891,0.883330258,-0.316619946,-0.106112549,0.081240203,0.021165469,0.009358966,-0.047068392,-0.052613382,0.090673648,-0.089995304,-0.052747261,-0.069253621,-0.279146313,-0.279146313,-0.601463948,-0.3691086,-0.781652689,-0.465097262,-0.363450743,-0.522728377,-0.517596843,-0.249448649,-0.406885286,-0.58941059,-0.579650286,-0.736149274,-0.442089377,-0.466043114,-0.512443088,-0.59232371,-0.649817267,-0.504364097,-0.304205041,-0.502729413,-0.322333066,-0.436561064,-0.218615528,-0.574481397,-0.029034255,-0.654029089,-0.338125777,-0.826193161,0.077258658,-0.380168287,-0.21115512,-0.314373391,-0.961738807,-0.942056881,-0.907839724,-0.563202135,-0.567940639,-0.760829911,-0.593841504,-0.507297003,-0.433922212,-0.760689029,-0.828872171,-0.718951758,-0.37184157,-0.37184157,-0.57933032,-0.528058134,-0.835525128,-0.350639841,-0.190550638,-0.26957139,-0.575331252,-0.585531433,-0.78472843,-0.600711296,-0.443429837,-0.466022431,-0.436218933,-0.587926077,-0.533044636,-0.860910992,0.064444887,0.028664213,0.050994418,0.032826857,0.01395538,0.194308384,0.189299903,0.179116578,0.195310214,0.250978304,0.20323706,0.17154312,0.142542338,0.122920064,0.130542634,0.032858048,0.032858048,0.035314815,0.089496205,0.022436525,0.059705671,0.067829583,0.103086105,0.154215064,0.167193431,0.196905181,0.041203135,0.049685808,0.076446035,0.14587143,0.133297986,0.202613718,0.11877445,0.040418061,0.085548828,0.205353003,0.201004368,0.191456317,0.054267252,0.096844136,0.045749092,0.139053765,0.074591868,0.171689858,0.028889627,0.132658323,0.037184309,0.075071955,0.083195295,0.023553546,0.044043227,0.062956976,0.036081423,0.045757937,0.067926033,0.159521001,0.086851839,0.146871674,0.049263033,0.034840242,0.031714209,0.049543964,0.049543964,0.046924037,0.126051491,0.027368564,0.044227865,0.086691208,0.085252536,0.040858184,0.045650711,0.062560854,0.169737547,0.121317749,0.154801466,0.049541507,0.053944081,0.137781795,0.026400387
19,LAYING,0.272653733,-0.017142686,-0.108981462,-0.680043155,0.725646623,0.687623853,0.0772318,0.011149573,-0.000988691,-0.031207273,-0.095262801,0.108605114,-0.095601827,-0.03714766,-0.059916148,-0.966260807,-0.966260807,-0.98478434,-0.953263433,-0.985342498,-0.97453373,-0.972798824,-0.985340447,-0.253188663,0.29249293,0.293722261,-0.983478562,-0.974878271,-0.986506489,0.135277438,0.083822703,0.117028928,-0.974196218,-0.972061003,-0.973932333,0.249209412,-0.156450013,0.051865491,-0.971957401,0.168481197,-0.980621564,0.21131715,-0.965624724,0.077865122,-0.98189047,0.045700672,-0.96501958,-0.973449969,-0.984672837,-0.958959611,-0.98699315,-0.988819032,-0.983605223,-0.974524523,-0.988260181,-0.981357611,-0.963617706,-0.973197524,-0.976105663,-0.984607729,-0.986958364,-0.963193489,-0.963193489,-0.980668288,-0.955906647,-0.980245511,-0.962085001,-0.974832076,-0.984740998,-0.985278007,-0.975964112,-0.988558703,-0.983944795,-0.959831366,-0.975417524,-0.964056774,-0.979452188,-0.957496024,-0.979327847,0.053077769,0.006440086,0.007208396,0.192292864,0.053963474,0.056718137,0.021339463,0.012615048,0.011602346,0.035809028,0.089371561,0.093987502,0.01790159,0.013104093,0.022435258,0.0358367,0.0358367,0.007211717,0.062545964,0.008819369,0.024125086,0.02165493,0.011367393,0.343051929,0.212750601,0.167809839,0.009310813,0.014886311,0.00716205,0.186673266,0.188317322,0.112265606,0.026783868,0.017523597,0.03022711,0.281943816,0.352161407,0.21799009,0.03002049,0.38169,0.013936184,0.220892577,0.033121084,0.33897668,0.012732542,0.25772022,0.035785305,0.026834996,0.014834473,0.060538718,0.023345279,0.018160801,0.009397116,0.015304906,0.006391181,0.02255536,0.026975897,0.032485912,0.02086217,0.008532226,0.009128953,0.042903499,0.042903499,0.015158871,0.048668614,0.015611137,0.04007991,0.028077338,0.015773907,0.008740926,0.014898456,0.005811703,0.021445346,0.031973671,0.030406686,0.04287476,0.016919066,0.050005211,0.018059981
19,SITTING,0.273830316,-0.01673926,-0.108707654,0.581371509,0.360343535,0.489126595,0.075374713,0.013792101,0.001731068,-0.021415128,-0.052020789,0.096898072,-0.100986131,-0.042517022,-0.059080168,-0.962074066,-0.962074066,-0.986423976,-0.942229044,-0.989450317,-0.979238032,-0.960763182,-0.966335091,-0.315288055,-0.007410602,-0.003578157,-0.98677559,-0.979141572,-0.98398048,0.091700312,-0.09257591,0.018538185,-0.981743665,-0.968188676,-0.968235778,-0.019286812,-0.393021958,-0.147366971,-0.962632578,-0.053858014,-0.983751647,0.268456602,-0.964238768,-0.192451621,-0.986727418,0.097864625,-0.976357663,-0.950388944,-0.951929615,-0.96935501,-0.969969814,-0.960394961,-0.987043285,-0.979267729,-0.98670474,-0.984625307,-0.95975831,-0.965594976,-0.988464753,-0.987465915,-0.98531069,-0.951755657,-0.951755657,-0.984205185,-0.950491808,-0.985831285,-0.975204245,-0.94805307,-0.947514932,-0.988576991,-0.980999858,-0.988151916,-0.985576048,-0.95559861,-0.967869249,-0.952802278,-0.983687273,-0.950484417,-0.985416445,0.021903295,0.014288796,0.026750516,0.290086609,0.148868842,0.197967129,0.021264324,0.034553449,0.043853648,0.034435862,0.195751487,0.074786779,0.011242876,0.025436995,0.016734591,0.041848118,0.041848118,0.008304877,0.091130748,0.007129002,0.022260452,0.047841736,0.039364423,0.163253626,0.237914461,0.212779766,0.007452912,0.014041294,0.010131813,0.173751522,0.215282635,0.168228824,0.017028829,0.02801962,0.027567464,0.24259857,0.214939353,0.195517681,0.055670428,0.23792336,0.013027875,0.253538202,0.038435617,0.188323012,0.011368158,0.262610281,0.024628003,0.069918102,0.056222186,0.055468373,0.066199475,0.061274938,0.007437455,0.0140396,0.008583938,0.015237416,0.033997218,0.027918553,0.009526537,0.008817001,0.014624611,0.070754389,0.070754389,0.013786009,0.054431768,0.013416483,0.025688234,0.075312912,0.060345374,0.006827828,0.013181856,0.007103263,0.014724146,0.037224751,0.025740245,0.067134129,0.015161269,0.054991614,0.015083114
